sync_x,sync_allan_var,async_x,async_allan_var,sync_kalman_x,sync_kalman_allan_var,async_kalman_x,async_kalman_allan_var,sync_wavelet_x,sync_wavelet_allan_var,async_wavelet_x,async_wavelet_allan_var,sync_average_x,sync_average_allan_var,async_average_x,async_average_allan_var
4800,2.187390328417461e-08,4800,3.2530596289463046e-08,4800,1.6932035808397462e-08,4800,2.6214105939862358e-08,4800,1.0648809200642923e-08,4800,1.8032708813530934e-08,4800,1.586554541780775e-08,4800,2.515277188180438e-08
4810,2.9359787769610196e-08,4810,3.960940995886115e-08,4810,2.6365142442221403e-08,4810,3.567611946465552e-08,4810,1.843007561664652e-08,4810,2.484985596245624e-08,4810,2.312680148183845e-08,4810,3.190085005966353e-08
4820,2.621052976766828e-08,4820,5.1827511976235745e-08,4820,2.1885002272091025e-08,4820,4.8363225361599996e-08,4820,1.5098741720696142e-08,4820,3.7271600572327354e-08,4820,2.0446798955919677e-08,4820,4.42713751370149e-08
4830,2.311803767962075e-08,4830,3.4944085996489074e-08,4830,1.8688149424458877e-08,4830,2.951936368518433e-08,4830,1.1599978427275693e-08,4830,2.0677527414226163e-08,4830,1.7415103266137802e-08,4830,2.807741408655775e-08
4840,2.9639253862025532e-08,4840,6.21364547578819e-08,4840,2.753725981673141e-08,4840,6.34946985750884e-08,4840,2.0556655274471275e-08,4840,5.038242329290737e-08,4840,2.4811689831340147e-08,4840,5.541708694756123e-08
4850,2.5513097096237954e-08,4850,3.905012574374994e-08,4850,2.0424247306197488e-08,4850,3.233270841385272e-08,4850,1.3597639722873135e-08,4850,2.260745299017224e-08,4850,1.9927984133901992e-08,4850,3.159058181756373e-08
4860,3.310475035465718e-08,4860,5.3468801861470134e-08,4860,3.0535838528896806e-08,4860,5.148638759481284e-08,4860,2.218381427033343e-08,4860,4.0210159857646014e-08,4860,2.7298697918528343e-08,4860,4.6000655221694246e-08
4870,1.8881178638242088e-08,4870,3.403466435141804e-08,4870,1.4551097580129613e-08,4870,2.8928875102570416e-08,4870,8.534456612877889e-09,4870,2.0902984754534226e-08,4870,1.3994178640022615e-08,4870,2.808844595342384e-08
4880,2.6176136281677094e-08,4880,3.784447598419447e-08,4880,2.2036564991165398e-08,4880,3.023655122731846e-08,4880,1.4617175205400818e-08,4880,2.046908756361618e-08,4880,2.063868237066252e-08,4880,3.029377833284165e-08
4890,2.9452526884158683e-08,4890,6.935169496660873e-08,4890,2.5459463328568575e-08,4890,6.682788025721586e-08,4890,1.8016532388285506e-08,4890,5.3805978607626296e-08,4890,2.383081732752704e-08,4890,6.065204720356843e-08
4900,2.061929964451271e-08,4900,3.476199211295393e-08,4900,1.629102957629459e-08,4900,2.8377343045973885e-08,4900,1.1119999163400386e-08,4900,2.1612529486876664e-08,4900,1.581190057814407e-08,4900,2.84002555922743e-08
4910,3.3196866478517744e-08,4910,6.165197479973529e-08,4910,3.127462932942815e-08,4910,6.150053157010635e-08,4910,2.2445686915377207e-08,4910,4.6506604299170065e-08,4910,2.7758865965387882e-08,4910,5.406725673015265e-08
4920,2.7480432691625414e-08,4920,4.650761055767385e-08,4920,2.2545546294998973e-08,4920,3.9776143010951296e-08,4920,1.576266228820169e-08,4920,3.014470449936936e-08,4920,2.1882005469204298e-08,4920,3.925592326172271e-08
4930,3.247656530937744e-08,4930,5.098717765112003e-08,4930,3.020119205976938e-08,4930,4.863231473057027e-08,4930,2.130848917996906e-08,4930,3.642711200792712e-08,4930,2.7057364137573866e-08,4930,4.400546404012633e-08
4940,2.9462655827913776e-08,4940,6.586748794809529e-08,4940,2.69349272948324e-08,4940,6.588067618645642e-08,4940,2.158529965988253e-08,4940,5.587970559370376e-08,4940,2.5690300137397443e-08,4940,6.137724605701961e-08
4950,2.9702234343096703e-08,4950,5.6978924118464075e-08,4950,2.5369989684779165e-08,4950,4.881650692706137e-08,4950,1.6550266178043167e-08,4950,3.7145763081185317e-08,4950,2.486144058870152e-08,4950,4.9790172181942955e-08
4960,4.570749194011568e-08,4960,9.270496548330283e-08,4960,4.23755162778054e-08,4960,8.944122038546703e-08,4960,3.298891234853938e-08,4960,7.708310465374242e-08,4960,3.8578376781878144e-08,4960,8.102251544469456e-08
4970,2.4760883460977404e-08,4970,3.7835533841521074e-08,4970,2.243743586416037e-08,4970,3.516146567319413e-08,4970,1.5893827653589595e-08,4970,2.7784807537624228e-08,4970,2.0863141665449142e-08,4970,3.386899660430166e-08
4980,2.1606371973835415e-08,4980,3.9456263447411816e-08,4980,1.5893219508350032e-08,4980,3.0213557343966676e-08,4980,9.742721936986525e-09,4980,2.4071807688613815e-08,4980,1.5823801408706797e-08,4980,3.261762738320269e-08
4990,4.024568395747372e-08,4990,1.1789113952612613e-07,4990,3.3912345163556113e-08,4990,8.747365486815035e-08,4990,2.225690157031124e-08,4990,8.232400429852155e-08,4990,3.3355054428184916e-08,4990,1.0085208528185422e-07
5000,0.0,5000,0.0,5000,0.0,5000,0.0,5000,0.0,5000,0.0,5000,0.0,5000,0.0
